"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 23 11:22:48 GMT 2024","Sat Mar 23 11:23:02 GMT 2024","13841","test","test_create_custuner","TestCreateCostuner","","","Create new user in data base",""
"failed","Sat Mar 23 11:23:02 GMT 2024","Sat Mar 23 11:23:12 GMT 2024","9543","test","test_create_custuner","TestCreateCostuner","","","Search new user in data base",""
"failed","Sat Mar 23 11:23:12 GMT 2024","Sat Mar 23 11:23:21 GMT 2024","9558","test","test_create_custuner","TestCreateCostuner","","","Delete new user in data base",""
"failed","Sat Mar 23 11:22:48 GMT 2024","Sat Mar 23 11:22:48 GMT 2024","262","test","test_costumer_login","TestCostumerLogin","","","Bank account transfer for random user",""
"failed","Sat Mar 23 11:22:31 GMT 2024","Sat Mar 23 11:22:48 GMT 2024","16191","test","test_costumer_login","TestCostumerLogin","","","Bank account transfer for native user",""
